factor_id,factor_switch_score_pre40,factor_switch_score_pre20,mean_abs_Rdiff_pre40
f2961,2,0,5.0
f2978,2,0,0.5
f2992,2,2,2.5
f2996,2,0,4.4875
f3336,2,0,4.4875
f3345,2,0,1.5625
f3347,2,0,4.975
f3360,2,0,0.9875
f3361,2,0,2.0
f3362,2,0,1.9875
f3370,2,0,6.4375
f3389,2,0,2.95
f3397,2,0,3.4625
f3399,2,0,4.525
f3647,2,2,2.975
f3693,2,0,5.95
f435,2,0,4.4375
f4354,2,0,2.475
f4380,2,2,2.9875
f451,2,2,3.0
f4555,2,2,3.475
f4559,2,0,3.4625
f4578,2,0,3.0125
f4593,2,0,5.95
f461,2,2,0.0
f4760,2,2,3.5
f4792,2,2,1.9625
f4796,2,0,0.5
f480,2,2,2.0
f489,2,2,3.5
f5161,2,0,6.5
f5195,2,0,5.9875
f5499,2,0,2.025
f5589,2,2,2.4625
f59100,2,0,3.0125
f6078,2,0,2.0
f6095,2,2,4.0
f6096,2,0,6.425
f6099,2,2,4.4875
f6163,2,0,5.4625
f6178,2,0,2.5
f6192,2,2,3.975
f6196,2,0,2.0
f6296,2,0,3.525
f6395,2,0,3.5
f6492,2,2,1.9875
f6496,2,0,4.45
f7096,2,0,0.5875
f715,2,0,1.9875
f799,2,0,1.5125
f8092,2,2,4.0
f8992,2,2,2.0125
f8996,2,0,1.5125
f9295,2,2,2.975
f9298,2,2,3.0125
f9596,2,0,7.3875
f9698,2,0,5.0
f9699,2,0,2.9625
f1878,1,0,4.5
f1955,1,1,0.9875
f2192,1,1,5.0
f2955,1,1,2.5
f3561,1,0,2.5
f3595,1,0,2.975
f3599,1,0,6.9375
f3655,1,1,7.4125
f4378,1,0,1.975
f5155,1,1,3.9625
f5562,1,1,2.0
f5564,1,1,7.4125
f5570,1,1,3.0
f5595,1,1,2.5
f5597,1,1,2.0
f7880,1,0,3.975
f1012,0,0,2.5
f1019,0,0,5.5
f1029,0,0,3.5
f1035,0,0,5.5
f1045,0,0,1.0
f1047,0,0,2.5
f1051,0,0,0.0
f1062,0,0,5.0
f1063,0,0,2.0
f1095,0,0,1.5
f1098,0,0,1.0
f1221,0,0,0.5
f1229,0,0,3.5
f1247,0,0,5.0
f1251,0,0,3.0
f1261,0,0,1.0
f1264,0,0,2.0
f1289,0,0,1.5
f13100,0,0,1.5
f1345,0,0,1.0
f1351,0,0,0.5
f1360,0,0,2.0
f1361,0,0,1.0
f1363,0,0,3.5
f1389,0,0,2.5
f1398,0,0,3.5
f1399,0,0,0.5
f1551,0,0,2.5
f1598,0,0,2.5
f1860,0,0,2.5
f1862,0,0,2.0
f1864,0,0,3.5
f1898,0,0,3.0
f1899,0,0,3.5
f1936,0,0,3.5
f1945,0,0,3.5
f1947,0,0,4.0
f1951,0,0,3.0
f1960,0,0,2.5
f1964,0,0,1.0
f1970,0,0,1.0
f1980,0,0,2.5
f1997,0,0,3.5
f1999,0,0,5.0
f2135,0,0,1.5
f2143,0,0,4.5
f2151,0,0,3.5
f2161,0,0,3.5
f2197,0,0,4.0
f2198,0,0,3.5
f2943,0,0,0.0
f2951,0,0,1.5
f2960,0,0,0.0
f2962,0,0,2.5
f2970,0,0,2.0
f2980,0,0,5.5
f2997,0,0,2.0
f2999,0,0,0.5
f3580,0,0,1.0
f3643,0,0,4.5
f3662,0,0,1.0
f3680,0,0,3.5
f3689,0,0,4.0
f3695,0,0,0.5
f418,0,0,1.975
f4351,0,0,3.0
f4364,0,0,2.0
f4397,0,0,3.5
f4551,0,0,5.0
f4560,0,0,1.5
f4561,0,0,0.5
f4599,0,0,3.5
f4751,0,0,3.0
f4762,0,0,3.5
f4763,0,0,4.0
f4764,0,0,4.5
f4780,0,0,5.0
f4789,0,0,3.0
f4795,0,0,4.5
f4798,0,0,3.0
f4799,0,0,2.5
f5160,0,0,2.5
f5162,0,0,0.5
f5163,0,0,6.0
f5164,0,0,2.0
f5170,0,0,5.5
f5197,0,0,2.0
f6062,0,0,2.0
f6064,0,0,4.0
f6080,0,0,0.5
f6098,0,0,3.0
f6162,0,0,4.5
f6180,0,0,3.0
f6198,0,0,3.5
f62100,0,0,3.5
f6263,0,0,3.0
f6264,0,0,2.0
f6270,0,0,3.0
f6289,0,0,3.5
f6297,0,0,1.5
f6299,0,0,3.0
f6364,0,0,3.0
f6389,0,0,3.0
f6398,0,0,5.0
f6495,0,0,4.5
f6497,0,0,3.5
f6499,0,0,1.0
f7089,0,0,0.5
f7095,0,0,5.0
f7099,0,0,2.0
f720,0,0,3.0125
f736,0,0,2.9875
f761,0,0,1.5
f762,0,0,3.9875
f8095,0,0,2.0
f8098,0,0,5.5
f8099,0,0,4.5
f9598,0,0,4.5
f9599,0,0,8.5
f9799,0,0,3.5
f9899,0,0,2.0
