metric,algorithm_a,algorithm_b,n,mean_a,mean_b,mean_diff,t_stat,t_pvalue,wilcoxon_pvalue
anytime_cost,DMS,DMS_split_at_100,50,15144.3,15279.6,-135.376,-5.90692,3.25503e-07,3.7203e-07
anytime_cost,DMS,DMS_split_at_300,50,15144.3,15244.6,-100.354,-5.13899,4.79464e-06,4.88234e-06
anytime_cost,DMS,DMS_split_at_1000,50,15144.3,15179.9,-35.6209,-2.66366,0.0104316,0.022271
anytime_cost,DMS,DMS_split_at_500,50,15144.3,15208.5,-64.2212,-3.69565,0.000553032,0.000505165
anytime_cost,DMS,MS_split_0.5,50,15144.3,16718.5,-1574.22,-18.6817,6.23028e-24,1.77636e-15
anytime_cost,DMS,MS_split_MGM_200,50,15144.3,15285.2,-140.96,-4.33988,7.11534e-05,3.63358e-05
anytime_cost,DMS,MS_split_opt_200,50,15144.3,15241.3,-97.0598,-3.03336,0.0038613,0.00342753
anytime_cost,DMS,Attentive_NoSplit,50,15144.3,14516.6,627.62,25.415,7.11623e-30,1.77636e-15
anytime_cost,DMS,Attentive,50,15144.3,14513.8,630.458,28.2335,5.68357e-32,1.77636e-15
anytime_cost,DMS,MS_split_MGM_inverted_200,50,15144.3,16062.2,-917.881,-17.9387,3.54901e-23,1.77636e-15
anytime_cost,DMS_split_at_50,DMS_split_0.4_0.6,50,15316,15263.3,52.6348,2.1212,0.0389883,0.0312617
anytime_cost,DMS_split_at_50,DMS_split_0.5,50,15316,15322.3,-6.32415,-0.225585,0.822462,0.454788
anytime_cost,DMS_split_at_50,DMS_split_at_100,50,15316,15279.6,36.3397,1.27564,0.208097,0.357234
anytime_cost,DMS_split_at_50,DMS_split_at_300,50,15316,15244.6,71.3614,2.47976,0.0166332,0.0240431
anytime_cost,DMS_split_at_50,DMS_split_at_1000,50,15316,15179.9,136.094,5.7607,5.45809e-07,1.22627e-06
anytime_cost,DMS_split_at_50,DMS_split_at_500,50,15316,15208.5,107.494,4.53044,3.78875e-05,0.000105764
anytime_cost,DMS_split_at_50,MS_split_0.5,50,15316,16718.5,-1402.51,-16.5523,1.05662e-21,1.77636e-15
anytime_cost,DMS_split_at_50,MS_split_MGM_200,50,15316,15285.2,30.7553,0.790217,0.433209,0.0970938
anytime_cost,DMS_split_at_50,MS_split_opt_200,50,15316,15241.3,74.6555,1.91413,0.0614528,0.00632549
anytime_cost,DMS_split_at_50,Attentive_NoSplit,50,15316,14516.6,799.335,25.2263,9.99575e-30,1.77636e-15
anytime_cost,DMS_split_at_50,Attentive,50,15316,14513.8,802.173,26.6697,7.84377e-31,1.77636e-15
anytime_cost,DMS_split_at_50,MS_split_MGM_inverted_200,50,15316,16062.2,-746.166,-13.7949,1.69045e-18,1.77636e-15
anytime_cost,DMS_split_0.4_0.6,DMS_split_0.5,50,15263.3,15322.3,-58.959,-2.32894,0.0240302,0.0328951
anytime_cost,DMS_split_0.4_0.6,DMS_split_at_100,50,15263.3,15279.6,-16.2952,-0.56064,0.577597,0.527279
anytime_cost,DMS_split_0.4_0.6,DMS_split_at_300,50,15263.3,15244.6,18.7266,0.640985,0.524519,0.357187
anytime_cost,DMS_split_0.4_0.6,DMS_split_at_1000,50,15263.3,15179.9,83.4597,3.64245,0.000650897,0.000382585
anytime_cost,DMS_split_0.4_0.6,DMS_split_at_500,50,15263.3,15208.5,54.8593,2.16832,0.0350185,0.00808562
anytime_cost,DMS_split_0.4_0.6,MS_split_0.5,50,15263.3,16718.5,-1455.14,-17.5337,9.37083e-23,1.77636e-15
anytime_cost,DMS_split_0.4_0.6,MS_split_MGM_200,50,15263.3,15285.2,-21.8796,-0.726735,0.470846,0.737661
anytime_cost,DMS_split_0.4_0.6,MS_split_opt_200,50,15263.3,15241.3,22.0207,0.729288,0.469297,0.0788579
anytime_cost,DMS_split_0.4_0.6,Attentive_NoSplit,50,15263.3,14516.6,746.7,26.179,1.83804e-30,1.77636e-15
anytime_cost,DMS_split_0.4_0.6,Attentive,50,15263.3,14513.8,749.538,27.3406,2.50326e-31,1.77636e-15
anytime_cost,DMS_split_0.4_0.6,MS_split_MGM_inverted_200,50,15263.3,16062.2,-798.801,-16.199,2.59103e-21,1.77636e-15
anytime_cost,DMS_split_0.5,DMS_split_at_100,50,15322.3,15279.6,42.6638,1.39954,0.167949,0.22601
anytime_cost,DMS_split_0.5,DMS_split_at_300,50,15322.3,15244.6,77.6856,2.58711,0.0126974,0.0195878
anytime_cost,DMS_split_0.5,DMS_split_at_1000,50,15322.3,15179.9,142.419,5.46137,1.56294e-06,9.97976e-07
anytime_cost,DMS_split_0.5,DMS_split_at_500,50,15322.3,15208.5,113.818,4.06274,0.000174757,0.00031079
anytime_cost,DMS_split_0.5,MS_split_0.5,50,15322.3,16718.5,-1396.18,-16.537,1.09819e-21,1.77636e-15
anytime_cost,DMS_split_0.5,MS_split_MGM_200,50,15322.3,15285.2,37.0794,0.930962,0.356438,0.204476
anytime_cost,DMS_split_0.5,MS_split_opt_200,50,15322.3,15241.3,80.9797,2.08166,0.0426196,0.00342753
anytime_cost,DMS_split_0.5,Attentive_NoSplit,50,15322.3,14516.6,805.659,24.3606,4.88771e-29,1.77636e-15
anytime_cost,DMS_split_0.5,Attentive,50,15322.3,14513.8,808.497,25.9446,2.77385e-30,1.77636e-15
anytime_cost,DMS_split_0.5,MS_split_MGM_inverted_200,50,15322.3,16062.2,-739.842,-13.8957,1.27057e-18,1.77636e-15
anytime_cost,DMS_split_at_100,DMS_split_at_300,50,15279.6,15244.6,35.0217,1.59741,0.116604,0.054315
anytime_cost,DMS_split_at_100,DMS_split_at_1000,50,15279.6,15179.9,99.7548,5.41702,1.82501e-06,3.61089e-06
anytime_cost,DMS_split_at_100,DMS_split_at_500,50,15279.6,15208.5,71.1545,3.77493,0.000432965,0.0009741
anytime_cost,DMS_split_at_100,MS_split_0.5,50,15279.6,16718.5,-1438.85,-16.4485,1.37308e-21,1.77636e-15
anytime_cost,DMS_split_at_100,MS_split_MGM_200,50,15279.6,15285.2,-5.5844,-0.148883,0.882257,0.916186
anytime_cost,DMS_split_at_100,MS_split_opt_200,50,15279.6,15241.3,38.3159,1.03263,0.306849,0.111718
anytime_cost,DMS_split_at_100,Attentive_NoSplit,50,15279.6,14516.6,762.995,29.4693,7.81069e-33,1.77636e-15
anytime_cost,DMS_split_at_100,Attentive,50,15279.6,14513.8,765.833,30.7951,1.00762e-33,1.77636e-15
anytime_cost,DMS_split_at_100,MS_split_MGM_inverted_200,50,15279.6,16062.2,-782.505,-14.5775,1.90271e-19,1.77636e-15
anytime_cost,DMS_split_at_300,DMS_split_at_1000,50,15244.6,15179.9,64.7331,4.21199,0.000108019,0.000126734
anytime_cost,DMS_split_at_300,DMS_split_at_500,50,15244.6,15208.5,36.1328,2.38264,0.0211128,0.0185501
anytime_cost,DMS_split_at_300,MS_split_0.5,50,15244.6,16718.5,-1473.87,-17.0196,3.29207e-22,1.77636e-15
anytime_cost,DMS_split_at_300,MS_split_MGM_200,50,15244.6,15285.2,-40.6061,-1.14551,0.257563,0.398855
anytime_cost,DMS_split_at_300,MS_split_opt_200,50,15244.6,15241.3,3.29414,0.0949563,0.924737,0.625368
anytime_cost,DMS_split_at_300,Attentive_NoSplit,50,15244.6,14516.6,727.974,27.6291,1.54339e-31,1.77636e-15
anytime_cost,DMS_split_at_300,Attentive,50,15244.6,14513.8,730.812,29.3766,9.04133e-33,1.77636e-15
anytime_cost,DMS_split_at_300,MS_split_MGM_inverted_200,50,15244.6,16062.2,-817.527,-15.4153,1.99055e-20,3.55271e-15
