metric,algorithm_a,algorithm_b,n,mean_a,mean_b,mean_diff,t_stat,t_pvalue,wilcoxon_pvalue
anytime_cost,DMS_split_at_50,MS_split_MGM_200,50,101394,101561,-166.84,-1.92784,0.059681,0.105255
anytime_cost,DMS_split_at_50,MS_split_opt_200,50,101394,101561,-166.84,-1.92784,0.059681,0.105255
anytime_cost,DMS_split_at_50,Attentive,50,101394,99144.2,2249.48,36.5245,3.32286e-37,1.77636e-15
anytime_cost,DMS_split_at_50,DMS_split_at_1500,50,101394,100923,470.329,7.10115,4.62538e-09,3.70551e-09
anytime_cost,DMS_split_at_50,MS,50,101394,104563,-3168.97,-25.7023,4.25983e-30,3.55271e-15
anytime_cost,DMS_split_0.4_0.6,DMS_split_0.5,50,101453,101463,-10.36,-0.129033,0.89786,0.632173
anytime_cost,DMS_split_0.4_0.6,MS_split_0.5,50,101453,105969,-4516.52,-18.5315,8.81847e-24,8.88178e-15
anytime_cost,DMS_split_0.4_0.6,MS_split_MGM_200,50,101453,101561,-107.8,-1.07374,0.288198,0.611851
anytime_cost,DMS_split_0.4_0.6,MS_split_opt_200,50,101453,101561,-107.8,-1.07374,0.288198,0.611851
anytime_cost,DMS_split_0.4_0.6,Attentive,50,101453,99144.2,2308.52,29.0826,1.4418e-32,1.77636e-15
anytime_cost,DMS_split_0.4_0.6,DMS_split_at_1500,50,101453,100923,529.369,6.69983,1.93595e-08,5.76496e-08
anytime_cost,DMS_split_0.4_0.6,MS,50,101453,104563,-3109.93,-23.3592,3.25762e-28,1.77636e-15
anytime_cost,DMS_split_0.5,MS_split_0.5,50,101463,105969,-4506.16,-19.268,1.6372e-24,5.32907e-15
anytime_cost,DMS_split_0.5,MS_split_MGM_200,50,101463,101561,-97.44,-1.06907,0.290277,0.625368
anytime_cost,DMS_split_0.5,MS_split_opt_200,50,101463,101561,-97.44,-1.06907,0.290277,0.625368
anytime_cost,DMS_split_0.5,Attentive,50,101463,99144.2,2318.88,30.4297,1.75766e-33,1.77636e-15
anytime_cost,DMS_split_0.5,DMS_split_at_1500,50,101463,100923,539.729,6.79828,1.36241e-08,3.91862e-08
anytime_cost,DMS_split_0.5,MS,50,101463,104563,-3099.57,-28.8564,2.07044e-32,1.77636e-15
anytime_cost,MS_split_0.5,MS_split_MGM_200,50,105969,101561,4408.72,22.1475,3.55039e-27,1.1101e-09
anytime_cost,MS_split_0.5,MS_split_opt_200,50,105969,101561,4408.72,22.1475,3.55039e-27,1.1101e-09
anytime_cost,MS_split_0.5,Attentive,50,105969,99144.2,6825.04,29.7173,5.29219e-33,1.77636e-15
anytime_cost,MS_split_0.5,DMS_split_at_1500,50,105969,100923,5045.89,20.3859,1.39479e-25,3.55271e-15
anytime_cost,MS_split_0.5,MS,50,105969,104563,1406.59,6.20928,1.11274e-07,3.99202e-07
anytime_cost,MS_split_MGM_200,MS_split_opt_200,50,101561,101561,0,,,1
anytime_cost,MS_split_MGM_200,Attentive,50,101561,99144.2,2416.32,32.2617,1.14516e-34,1.77636e-15
anytime_cost,MS_split_MGM_200,DMS_split_at_1500,50,101561,100923,637.169,7.81335,3.6897e-10,3.88198e-10
anytime_cost,MS_split_MGM_200,MS,50,101561,104563,-3002.13,-26.6327,8.35995e-31,1.77636e-15
anytime_cost,MS_split_opt_200,Attentive,50,101561,99144.2,2416.32,32.2617,1.14516e-34,1.77636e-15
anytime_cost,MS_split_opt_200,DMS_split_at_1500,50,101561,100923,637.169,7.81335,3.6897e-10,3.88198e-10
anytime_cost,MS_split_opt_200,MS,50,101561,104563,-3002.13,-26.6327,8.35995e-31,1.77636e-15
anytime_cost,Attentive,DMS_split_at_1500,50,99144.2,100923,-1779.15,-35.8638,7.87532e-37,1.77636e-15
anytime_cost,Attentive,MS,50,99144.2,104563,-5418.45,-46.0017,5.61968e-42,1.77636e-15
anytime_cost,DMS_split_at_1500,MS,50,100923,104563,-3639.3,-32.9958,3.98769e-35,1.77636e-15
