metric,algorithm_a,algorithm_b,n,mean_a,mean_b,mean_diff,t_stat,t_pvalue,wilcoxon_pvalue
anytime_cost,DMS_split_at_300,DMS_split_at_50,50,10280.5,10320.1,-39.5415,-1.17178,0.246952,0.222315
anytime_cost,DMS_split_at_300,DMS_split_at_100,50,10280.5,10348.3,-67.738,-2.06727,0.0440115,0.0275718
anytime_cost,DMS_split_at_300,DMS_split_0.4_0.6,50,10280.5,10239.2,41.2828,1.15936,0.251926,0.261209
anytime_cost,DMS_split_at_300,DMS_split_0.5,50,10280.5,10329.3,-48.8014,-1.35983,0.180109,0.174988
anytime_cost,DMS_split_at_300,MS_split_MGM_inverted_200,50,10280.5,11550.4,-1269.84,-36.9603,1.89559e-37,1.77636e-15
anytime_cost,DMS_split_at_50,DMS_split_at_100,50,10320.1,10348.3,-28.1965,-1.02928,0.308403,0.19096
anytime_cost,DMS_split_at_50,DMS_split_0.4_0.6,50,10320.1,10239.2,80.8243,2.83261,0.00668326,0.0201206
anytime_cost,DMS_split_at_50,DMS_split_0.5,50,10320.1,10329.3,-9.25989,-0.307339,0.759888,0.666652
anytime_cost,DMS_split_at_50,MS_split_MGM_inverted_200,50,10320.1,11550.4,-1230.29,-33.3751,2.33158e-35,1.77636e-15
anytime_cost,DMS_split_at_100,DMS_split_0.4_0.6,50,10348.3,10239.2,109.021,3.9569,0.000244764,0.000398648
anytime_cost,DMS_split_at_100,DMS_split_0.5,50,10348.3,10329.3,18.9366,0.55395,0.582133,0.409704
anytime_cost,DMS_split_at_100,MS_split_MGM_inverted_200,50,10348.3,11550.4,-1202.1,-33.8121,1.26513e-35,1.77636e-15
anytime_cost,DMS_split_0.4_0.6,DMS_split_0.5,50,10239.2,10329.3,-90.0842,-2.59629,0.0124038,0.0129319
anytime_cost,DMS_split_0.4_0.6,MS_split_MGM_inverted_200,50,10239.2,11550.4,-1311.12,-38.0043,5.06487e-38,1.77636e-15
anytime_cost,DMS_split_0.5,MS_split_MGM_inverted_200,50,10329.3,11550.4,-1221.03,-34.3321,6.1693e-36,1.77636e-15
